N_OVO;IDADE_AVES;P_OVO;AL_ALB;PH_ALB;P_ALB;%_ALB;P_GE;C_GE;%_GE;YH;YD;YI;HU;RK;F_Q;P_CA;E_CA;%_CA;OV;CL_PESO;L;B;I_FOR;CLA_I_FOR;VOL_OVO;S_OVO;OBS;TEMPO;DESTINACAO
473;48;61.5;3.1;8.3;32.915;53.52;21.263;6;34.57;12.4;47.7;0.260;46.2;B ;5.58;7.322;0.42;11.91;2;EXTRA;62.00;46.99;75.79;Padrão;71.34;69.47;;14;In_natura
474;48;74.2;4.3;8.5;48.379;65.20;18.486;6;24.91;11.9;51.7;0.230;54.8;B ;5.27;7.335;0.45;9.89;3;JUMBO;60.87;44.90;73.76;Padrão;64.41;65.51;;14;In_natura
475;48;66.9;3.5;8.6;42.216;63.10;18.678;7;27.92;12.4;48.3;0.257;48.4;B ;5.84;6.006;0.42;8.98;2;EXTRA;55.63;42.77;76.88;Redondo;53.80;58.64;;14;In_natura
476;48;55.7;3.9;8.7;33.205;59.61;16.588;7;29.78;13.3;45.0;0.296;60.0;A ;6.05;5.907;0.43;10.61;4;GRANDE;54.48;43.14;79.19;Redondo;53.54;58.31;;14;In_natura
477;48;66.8;3.6;8.0;41.801;62.58;17.376;6;26.01;12.1;45.7;0.265;49.9;B ;4.80;7.623;0.45;11.41;4;EXTRA;58.81;45.57;77.49;Redondo;63.95;65.01;;14;In_natura
478;48;71.1;;8.2;44.946;63.22;18.518;;26.05;;;;;;5.54;7.636;0.40;10.74;4;JUMBO;62.16;46.17;74.28;Padrão;69.25;68.34;;14;In_natura
479;48;71.1;3.8;8.1;44.908;63.16;18.214;6;25.62;11.6;49.0;0.237;50.0;B ;0.88;7.978;0.44;11.22;3;JUMBO;57.85;45.04;77.86;Redondo;61.57;63.53;;14;In_natura
480;48;63.1;3.6;8.1;40.190;63.69;16.909;6;26.80;11.9;47.7;0.249;52.1;B ;6.74;6.001;0.42;9.51;2;EXTRA;55.61;44.33;79.72;Redondo;57.47;60.83;;14;In_natura
481;48;68.6;3.9;8.2;43.596;63.55;18.331;6;26.72;12.8;47.3;0.271;52.8;B ;5.60;6.673;0.41;9.73;2;JUMBO;57.54;46.94;81.58;Redondo;66.08;66.04;;14;In_natura
482;48;66.4;3.8;8.1;39.232;59.08;19.716;7;29.69;12.1;47.3;0.256;52.8;B ;4.89;7.452;0.47;11.22;2;EXTRA;59.20;45.26;76.45;Redondo;63.57;64.84;;14;In_natura
483;48;56.2;3.0;8.2;;;;6;;8.1;49.7;0.163;48.5;B ;6.32;6.224;0.50;11.07;2;GRANDE;55.23;43.16;78.15;Redondo;54.32;58.90;;14;In_natura
484;48;57.1;4.3;8.3;33.132;58.02;17.574;7;30.78;11.8;45.0;0.262;63.4;A ;5.73;6.394;0.48;11.20;1;GRANDE;55.00;44.01;80.02;Redondo;56.09;59.91;;14;In_natura
485;48;55.7;3.6;8.5;27.573;49.50;21.320;7;38.28;11.4;48.0;0.238;56.5;B ;4.24;6.807;0.44;12.22;2;GRANDE;58.65;45.54;77.65;Redondo;63.70;64.85;;14;In_natura
486;48;66.1;3.3;8.4;41.695;63.08;17.894;6;27.07;13.4;49.3;0.272;46.0;B ;5.14;6.511;0.42;9.85;3;EXTRA;59.74;44.14;73.89;Padrão;61.25;63.57;;14;In_natura
487;48;63.0;3.1;8.7;36.051;57.22;19.946;7;31.66;11.9;49.7;0.239;45.1;B ;5.53;7.003;0.43;11.12;4;EXTRA;58.66;45.80;78.08;Redondo;64.39;65.24;;14;In_natura
488;48;66.4;3.3;8.5;;;;6;;12.3;48.7;0.253;45.8;B ;5.77;6.090;0.41;9.17;2;EXTRA;58.70;45.49;77.50;Redondo;63.63;64.81;;14;In_natura
489;48;66.4;4.1;8.5;40.015;60.26;19.392;6;29.20;12.8;47.3;0.271;56.5;B ;4.77;6.993;0.39;10.53;3;EXTRA;60.44;45.35;75.03;Padrão;65.14;65.87;;14;In_natura
490;48;62.9;3.8;8.5;37.284;59.28;19.013;6;30.23;13.3;48.0;0.277;54.8;B ;5.15;6.603;0.45;10.50;3;EXTRA;57.31;45.06;78.63;Redondo;61.04;63.15;;14;In_natura
491;48;60.5;3.9;8.6;37.645;62.22;16.078;6;26.58;11.9;46.0;0.259;57.3;B ;4.38;6.777;0.45;11.20;3;EXTRA;56.26;44.31;78.76;Redondo;58.10;61.29;;14;In_natura
492;48;64.9;4.8;8.6;39.047;60.16;19.745;7;30.42;15.1;46.3;0.326;64.7;A ;4.45;6.108;0.42;9.41;3;EXTRA;58.66;45.90;78.25;Redondo;64.65;65.38;;14;In_natura
493;48;72.9;3.9;8.3;44.867;61.55;20.993;7;28.80;12.9;49.7;0.260;50.4;B ;3.91;7.040;0.43;9.66;3;JUMBO;60.59;47.16;77.83;Redondo;70.18;68.69;;14;In_natura
494;48;65.2;3.8;8.4;39.044;59.88;19.614;7;30.08;12.4;48.0;0.258;53.5;B ;4.90;6.542;0.43;10.03;3;EXTRA;58.39;45.78;78.40;Redondo;64.04;65.01;;14;In_natura
495;48;55.8;3.5;8.3;32.165;57.64;17.198;6;30.82;13.1;45.3;0.289;55.3;B ;5.77;6.437;0.44;11.54;4;GRANDE;57.17;42.36;74.09;Padrão;54.31;59.17;;14;In_natura
496;48;55.8;3.3;8.3;;;;6;;8.0;46.0;0.174;52.8;B ;1.63;6.088;0.44;10.91;3;GRANDE;54.64;44.07;80.66;Redondo;55.86;59.72;;14;In_natura
497;48;61.6;4.6;8.3;36.949;59.98;17.963;6;29.16;12.4;49.3;0.252;64.3;A ;6.07;6.688;0.46;10.86;3;EXTRA;59.40;43.75;73.65;Padrão;59.91;62.76;;14;In_natura
498;48;62.9;3.8;8.4;37.468;59.57;18.970;7;30.16;13.3;48.0;0.277;54.8;B ;4.54;6.462;0.45;10.27;3;EXTRA;59.59;44.60;74.84;Padrão;62.28;64.15;;14;In_natura
499;48;61.5;3.3;8.3;35.886;58.35;19.315;6;31.41;11.8;48.0;0.246;49.1;B ;4.88;6.299;0.41;10.24;3;EXTRA;57.68;44.53;77.20;Redondo;60.11;62.66;;14;In_natura
500;48;63.0;3.1;8.3;38.194;60.63;18.330;6;29.10;12.6;49.0;0.257;45.1;B ;5.26;6.476;0.44;10.28;3;EXTRA;57.58;44.77;77.75;Redondo;60.60;62.93;;14;In_natura
501;48;62.7;4.5;8.5;37.022;59.05;18.492;6;29.49;11.5;45.7;0.252;62.7;A ;5.36;7.186;0.49;11.46;3;EXTRA;57.07;45.26;79.31;Redondo;61.29;63.26;;14;In_natura
502;48;64.2;2.9;8.8;42.749;66.59;15.593;6;24.29;12.0;49.0;0.245;41.0;B ;4.89;5.858;0.42;9.12;1;EXTRA;56.83;42.85;75.40;Padrão;55.15;59.63;;14;In_natura
503;48;55.6;3.3;8.7;30.794;55.38;17.714;7;31.86;11.0;47.3;0.233;52.9;B ;4.93;7.092;0.44;12.76;3;GRANDE;60.77;44.84;73.79;Padrão;64.15;65.34;;14;In_natura
504;48;66.1;3.1;8.5;42.474;64.26;16.795;6;25.41;11.8;47.0;0.251;42.9;B ;4.29;6.831;0.46;10.33;2;EXTRA;55.37;44.95;81.18;Redondo;58.71;61.52;;14;In_natura
505;48;54.7;3.3;8.1;30.278;55.35;17.642;6;32.25;11.9;46.3;0.257;53.5;B ;5.15;6.780;0.43;12.39;3;GRANDE;55.42;42.53;76.74;Redondo;53.04;58.15;;14;In_natura
506;48;66.8;3.5;8.1;38.346;57.40;21.561;8;32.28;12.5;48.7;0.257;48.5;B ;5.44;6.893;0.44;10.32;4;EXTRA;58.47;45.89;78.48;Redondo;64.41;65.23;;14;In_natura
507;48;60.6;3.0;8.1;33.745;55.68;19.863;7;32.78;13.0;48.7;0.267;45.3;B ;4.66;6.992;0.43;11.54;4;EXTRA;57.81;43.66;75.52;Padrão;58.09;61.50;;14;In_natura
508;48;57.7;3.9;8.2;32.203;55.81;18.409;6;31.90;12.1;47.0;0.257;58.9;B ;4.28;7.088;0.46;12.28;3;GRANDE;53.29;43.25;81.16;Redondo;52.62;57.56;;14;In_natura
509;48;66.8;5.8;8.5;38.675;57.90;21.699;7;32.48;13.3;47.0;0.283;72.9;AA;1.56;6.426;0.41;9.62;4;EXTRA;60.56;45.69;75.45;Padrão;66.18;66.47;;14;In_natura
510;48;58.5;3.5;8.5;36.098;61.71;16.098;6;27.52;11.4;46.3;0.246;53.6;B ;5.35;6.304;0.42;10.78;2;EXTRA;57.95;43.26;74.65;Padrão;57.24;61.02;;14;In_natura
511;48;64.4;3.3;8.5;42.005;65.23;15.250;6;23.68;11.8;47.7;0.247;47.2;B ;5.34;7.145;0.46;11.09;4;EXTRA;56.20;46.28;82.35;Redondo;62.88;64.05;;14;In_natura
512;48;68.1;5.4;8.5;40.809;59.93;20.025;6;29.41;13.3;49.3;0.270;69.0;A ;4.88;7.266;0.48;10.67;2;JUMBO;62.99;44.81;71.14;Pontiagudo;66.41;66.83;;14;In_natura
513;48;62.1;3.5;8.3;37.539;60.45;18.463;6;29.73;11.1;49.7;0.223;51.4;B ;5.74;6.098;0.43;9.82;2;EXTRA;56.81;43.26;76.15;Redondo;56.12;60.20;;14;In_natura
514;48;57.3;3.0;8.4;33.049;57.68;18.010;6;31.43;12.5;47.7;0.262;47.7;B ;5.16;6.241;0.42;10.89;3;GRANDE;57.05;44.94;78.77;Redondo;60.47;62.78;;14;In_natura
515;48;61.6;5.4;8.2;;;;6;;13.3;48.7;0.273;71.5;A ;4.61;6.470;0.46;10.50;2;EXTRA;56.31;45.09;80.07;Redondo;60.05;62.44;;14;In_natura
516;48;62.0;3.4;8.4;38.586;62.24;15.563;6;25.10;12.9;48.7;0.265;50.1;B ;5.67;7.851;0.48;12.66;3;EXTRA;58.58;44.91;76.66;Redondo;62.01;63.87;;14;In_natura
517;48;66.0;3.3;8.3;39.154;59.32;19.829;6;30.04;11.9;48.0;0.248;46.1;B ;4.22;7.017;0.46;10.63;1;EXTRA;58.34;44.94;77.03;Redondo;61.83;63.74;;14;In_natura
518;48;64.0;3.5;8.3;38.266;59.79;19.848;6;31.01;12.3;47.0;0.262;50.2;B ;5.03;5.886;0.43;9.20;3;EXTRA;58.43;45.26;77.46;Redondo;62.75;64.28;;14;In_natura
519;48;64.4;3.5;8.3;;;;7;;12.3;49.0;0.251;50.0;B ;4.21;6.177;0.41;9.59;3;EXTRA;59.70;45.56;76.31;Redondo;64.90;65.65;;14;In_natura
520;48;65.7;;8.2;41.753;63.55;17.358;5;26.42;;;;;;3.89;6.589;0.43;10.03;3;EXTRA;58.39;44.51;76.23;Redondo;60.80;63.15;;14;In_natura
521;48;64.6;3.5;8.4;38.701;59.91;18.930;6;29.30;11.6;45.3;0.256;49.9;B ;6.00;6.969;0.45;10.79;1;EXTRA;56.42;46.16;81.81;Redondo;62.83;64.05;;14;In_natura
522;48;65.4;3.0;8.4;44.988;68.79;14.820;7;22.66;12.1;47.0;0.257;41.8;B ;6.24;5.592;0.44;8.55;3;EXTRA;55.02;42.55;77.34;Redondo;52.71;57.89;;14;In_natura
523;48;53.9;2.6;8.5;31.912;59.21;16.345;6;30.32;12.5;42.0;0.298;44.2;B ;4.54;5.643;0.43;10.47;2;GRANDE;53.66;42.77;79.71;Redondo;51.90;57.18;;14;In_natura
524;48;53.0;5.3;8.4;28.012;52.85;18.282;6;34.49;13.6;45.0;0.302;74.1;AA;5.10;6.706;0.43;12.65;2;GRANDE;58.30;45.43;77.92;Redondo;63.04;64.43;;14;In_natura
525;48;70.3;3.1;8.3;45.883;65.27;17.517;6;24.92;12.6;47.3;0.266;39.8;B ;5.44;6.900;0.43;9.82;3;JUMBO;60.82;45.35;74.56;Padrão;65.55;66.15;;14;In_natura
526;48;68.0;2.9;8.6;43.677;64.23;18.407;6;27.07;13.0;46.3;0.281;38.0;B ;4.63;5.916;0.41;8.70;4;JUMBO;57.22;42.55;74.36;Padrão;54.81;59.47;;14;In_natura
527;48;54.2;3.8;8.6;29.331;54.12;18.509;5;34.15;11.6;47.0;0.247;59.7;B ;4.86;6.360;0.44;11.73;4;GRANDE;57.94;45.42;78.39;Redondo;62.63;64.14;;14;In_natura
528;48;59.6;3.4;8.4;34.499;57.88;18.480;6;31.01;12.0;49.7;0.241;51.7;B ;5.39;6.621;0.44;11.11;3;EXTRA;57.45;43.34;75.44;Padrão;56.94;60.77;;14;In_natura
529;48;68.2;3.4;8.6;;;;5;;8.8;52.0;0.169;46.1;B ;4.47;6.206;0.38;9.10;1;JUMBO;60.36;45.90;76.04;Redondo;66.52;66.64;;14;In_natura
530;48;65.8;3.0;8.6;40.872;62.12;18.381;6;27.93;11.1;50.0;0.222;41.5;B ;5.58;6.547;0.43;9.95;4;EXTRA;60.79;45.31;74.54;Padrão;65.41;66.06;;14;In_natura
531;48;62.4;6.0;8.6;38.247;61.29;17.561;7;28.14;12.5;46.0;0.272;76.0;AA;6.04;6.592;0.44;10.56;4;EXTRA;57.59;44.83;77.84;Redondo;60.76;63.03;;14;In_natura
532;48;63.1;4.0;8.3;38.784;61.46;18.164;6;28.79;12.5;48.3;0.259;57.1;B ;5.24;6.152;0.43;9.75;4;EXTRA;60.27;43.87;72.79;Padrão;61.10;63.55;;14;In_natura
533;48;66.6;4.1;8.4;;;;6;;8.6;40.0;0.215;56.4;B ;6.02;7.058;0.45;10.60;2;EXTRA;59.44;45.58;76.68;Redondo;64.67;65.49;;14;In_natura
534;48;63.3;4.0;8.3;38.099;60.19;19.385;7;30.62;13.1;49.7;0.264;57.0;B ;3.48;5.816;0.46;9.19;1;EXTRA;60.18;44.55;74.03;Padrão;62.77;64.49;;14;In_natura
535;48;60.9;2.8;8.6;34.595;56.81;19.586;7;32.16;12.3;48.3;0.255;41.9;B ;6.31;6.719;0.48;11.03;3;EXTRA;55.61;44.56;80.13;Redondo;58.02;61.15;;14;In_natura
536;48;66.9;4.6;8.5;38.751;57.92;21.378;7;31.96;12.9;48.0;0.269;61.8;A ;5.19;6.771;0.47;10.12;4;EXTRA;59.77;46.03;77.01;Redondo;66.21;66.40;;14;In_natura
537;48;57.9;4.1;8.2;34.840;60.17;16.751;7;28.93;12.0;46.7;0.257;60.9;A ;5.84;6.309;0.45;10.90;4;GRANDE;56.89;45.73;80.38;Redondo;62.27;63.80;;14;In_natura
538;48;62.0;3.6;8.1;37.499;60.48;17.935;6;28.93;12.9;42.7;0.302;52.8;B ;4.93;6.566;0.46;10.59;3;EXTRA;56.31;43.64;77.50;Redondo;56.53;60.37;;14;In_natura
539;48;58.9;4.8;8.1;31.907;54.17;20.257;6;34.39;13.9;42.0;0.331;67.4;A ;6.47;6.736;0.45;11.44;4;EXTRA;59.09;44.77;75.77;Padrão;62.19;64.04;;14;In_natura
540;48;63.7;3.8;8.1;39.812;62.50;17.315;6;27.18;13.1;51.3;0.255;54.3;B ;6.00;6.573;0.42;10.32;3;EXTRA;57.80;44.36;76.75;Redondo;59.81;62.50;;14;In_natura
541;48;60.6;3.8;8.5;33.852;55.86;19.980;6;32.97;13.0;46.3;0.281;56.1;B ;6.47;6.768;0.44;11.17;3;EXTRA;60.27;44.69;74.15;Padrão;63.23;64.77;;14;In_natura
542;48;66.2;3.4;8.5;40.865;61.73;19.407;6;29.32;12.9;49.3;0.262;47.4;B ;5.13;5.928;0.43;8.95;1;EXTRA;55.61;43.07;77.45;Redondo;54.49;59.05;;14;In_natura
543;48;62.4;3.1;8.5;39.041;62.57;16.428;6;26.33;12.0;48.3;0.248;45.5;B ;5.16;6.931;0.46;11.11;1;EXTRA;58.42;45.87;78.52;Redondo;64.30;65.16;;14;In_natura
544;48;53.9;3.1;8.6;31.364;58.19;17.157;6;31.83;12.3;46.3;0.266;51.4;B ;4.46;5.379;0.40;9.98;1;GRANDE;55.61;42.85;77.05;Redondo;53.97;58.74;;14;In_natura
545;48;65.6;3.8;8.3;41.164;62.75;17.626;5;26.87;14.6;46.3;0.315;53.2;B ;4.93;6.810;0.43;10.38;2;EXTRA;61.32;45.42;74.07;Padrão;66.28;66.61;;14;In_natura
546;48;68.7;3.1;8.2;46.431;67.59;16.621;7;24.19;11.6;48.0;0.242;41.0;B ;4.70;5.648;0.45;8.22;2;JUMBO;56.20;41.30;73.49;Padrão;50.94;56.97;;14;In_natura
547;48;52.6;3.1;8.3;26.057;49.54;19.523;6;37.12;11.0;45.7;0.241;52.3;B ;5.68;7.020;0.43;13.35;2;GRANDE;59.84;45.92;76.74;Redondo;66.00;66.29;;14;In_natura
548;48;68.1;3.9;8.2;41.524;60.98;19.773;7;29.04;13.9;47.0;0.296;53.1;B ;4.33;6.803;0.44;9.99;4;JUMBO;58.30;44.85;76.93;Redondo;61.56;63.58;;14;In_natura
549;48;67.4;2.9;8.7;43.436;64.45;17.662;6;26.20;11.5;47.3;0.243;38.5;B ;4.88;6.302;0.42;9.35;3;EXTRA;58.31;46.54;79.81;Redondo;65.92;66.06;;14;In_natura
550;48;58.5;3.4;8.5;34.673;59.27;17.664;7;30.19;12.6;46.0;0.274;52.4;B ;5.07;6.163;0.43;10.54;3;EXTRA;57.21;43.32;75.72;Padrão;56.66;60.57;;14;In_natura
551;48;64.5;3.8;8.6;40.494;62.78;17.645;7;27.36;11.8;47.7;0.247;53.9;B ;5.09;6.361;0.46;9.86;3;EXTRA;58.68;45.20;77.03;Redondo;62.86;64.37;;14;In_natura
552;48;58.2;3.4;8.5;39.221;67.39;16.742;7;28.77;11.6;47.3;0.245;52.5;B ;4.73;2.237;0.46;3.84;3;EXTRA;56.44;43.59;77.23;Redondo;56.54;60.40;;14;In_natura
553;48;63.3;2.9;8.4;37.432;59.13;19.080;6;30.14;12.5;49.0;0.255;41.7;B ;5.61;6.788;0.43;10.72;4;EXTRA;62.17;44.03;70.82;Pontiagudo;63.45;65.09;casca_suja;14;In_natura
554;48;61.0;4.0;8.4;;;;7;;13.0;49.0;0.265;58.2;B ;5.88;6.591;0.42;10.80;3;EXTRA;59.45;45.09;75.85;Padrão;63.40;64.77;;14;In_natura
555;48;62.9;3.3;8.5;38.149;60.65;18.584;6;29.55;11.3;45.7;0.247;48.2;B ;4.71;6.167;0.47;9.80;3;EXTRA;57.18;42.96;75.13;Padrão;55.76;60.03;casca_suja;14;In_natura
556;48;63.4;2.6;8.4;39.833;62.83;17.425;6;27.48;12.1;48.0;0.252;36.3;B ;4.80;6.142;0.42;9.69;2;EXTRA;59.20;44.09;74.48;Padrão;60.57;63.12;;14;In_natura
557;48;55.2;3.5;8.2;32.693;59.23;16.619;6;30.11;11.9;47.3;0.252;55.6;B ;4.52;5.888;0.45;10.67;3;GRANDE;56.38;42.16;74.78;Padrão;53.09;58.32;;14;In_natura
558;48;54.1;3.6;8.2;30.683;56.72;16.963;6;31.35;12.4;44.0;0.282;57.5;B ;4.76;6.454;0.44;11.93;2;GRANDE;58.78;42.80;72.81;Padrão;56.92;60.93;;14;In_natura
559;48;58.1;3.4;8.1;;;;6;;11.6;45.3;0.256;52.6;B ;5.08;6.888;0.42;11.86;2;EXTRA;59.98;45.60;76.03;Redondo;65.31;65.91;;14;In_natura
560;48;66.4;4.1;8.3;;;;5;;7.9;49.3;0.160;56.5;B ;3.65;6.814;0.45;10.26;2;EXTRA;58.15;45.61;78.44;Redondo;63.34;64.58;;14;In_natura
561;48;63.6;4.0;8.3;37.353;58.73;18.996;7;29.87;11.6;50.7;0.229;56.8;B ;4.53;7.251;0.44;11.40;2;EXTRA;58.70;46.68;79.52;Redondo;66.73;66.56;;14;In_natura
562;48;67.9;5.6;8.3;44.252;65.17;17.771;6;26.17;12.3;48.0;0.256;70.8;A ;5.55;5.877;0.43;8.66;2;EXTRA;58.33;42.99;73.70;Padrão;56.95;60.89;;14;In_natura
563;48;59.0;4.0;8.3;33.636;57.01;18.567;6;31.47;12.3;49.3;0.249;59.3;B ;3.69;6.797;0.45;11.52;2;EXTRA;57.19;45.37;79.33;Redondo;61.69;63.51;;14;In_natura
564;48;63.8;3.9;8.2;38.717;60.68;18.721;6;29.34;13.0;48.0;0.271;55.5;B ;5.03;6.362;0.44;9.97;3;EXTRA;59.65;43.10;72.25;Padrão;58.52;61.97;;14;In_natura
565;48;64.0;3.4;7.9;38.466;60.10;18.989;6;29.67;12.9;48.3;0.267;48.9;B ;3.85;6.545;0.40;10.23;2;EXTRA;61.19;44.46;72.66;Padrão;63.58;65.07;;14;In_natura
566;48;56.4;3.8;8.0;33.037;58.58;17.230;6;30.55;12.8;46.0;0.278;58.5;B ;6.55;6.133;0.43;10.87;3;GRANDE;55.78;43.22;77.48;Redondo;55.01;59.39;;14;In_natura
567;48;65.8;3.8;8.0;40.710;61.87;18.452;7;28.04;12.0;49.7;0.241;53.1;B ;5.24;6.638;0.42;10.09;4;EXTRA;60.24;45.16;74.97;Padrão;64.43;65.45;;14;In_natura
568;48;60.2;3.1;8.1;35.769;59.42;18.285;6;30.37;11.9;48.0;0.248;47.1;B ;4.08;6.146;0.42;10.21;2;EXTRA;56.96;44.39;77.93;Redondo;59.01;61.93;;14;In_natura
569;48;59.5;4.0;8.4;36.425;61.22;16.941;6;28.47;12.3;47.7;0.258;59.0;B ;5.46;6.134;0.42;10.31;3;EXTRA;56.55;44.32;78.37;Redondo;58.42;61.52;;14;In_natura
570;48;57.8;3.9;8.4;32.997;57.09;19.278;6;33.35;13.0;46.7;0.278;58.8;B ;4.74;5.525;0.39;9.56;2;GRANDE;58.42;43.25;74.03;Padrão;57.68;61.34;casca_suja;14;In_natura
571;48;59.5;3.3;8.5;34.859;58.59;18.077;6;30.38;11.0;47.0;0.234;50.4;B ;6.44;6.564;0.45;11.03;3;EXTRA;56.92;43.99;77.28;Redondo;57.99;61.32;;14;In_natura
572;48;72.9;4.0;8.5;45.464;62.36;20.064;6;27.52;11.4;51.0;0.224;51.7;B ;4.49;7.372;0.40;10.11;2;JUMBO;62.21;46.92;75.42;Padrão;71.39;69.52;;14;In_natura
573;48;60.7;3.6;8.6;35.342;58.22;18.793;6;30.96;11.5;48.7;0.236;53.6;B ;2.32;6.565;0.43;10.82;4;EXTRA;60.91;46.45;76.26;Redondo;68.61;67.86;;14;In_natura
574;48;69.2;3.9;8.3;45.325;65.50;17.876;6;25.83;11.9;47.0;0.253;52.5;B ;4.13;5.999;0.43;8.67;2;JUMBO;54.88;42.99;78.33;Redondo;53.59;58.40;;14;In_natura
575;48;55.2;3.6;8.3;28.077;50.86;19.994;6;36.22;11.6;45.0;0.258;56.8;B ;6.26;7.129;0.42;12.91;4;GRANDE;58.84;47.55;80.81;Redondo;69.19;67.94;;14;In_natura
576;48;71.2;3.5;8.5;45.543;63.96;18.719;6;26.29;13.5;48.7;0.277;45.7;B ;4.00;6.938;0.41;9.74;1;JUMBO;58.93;47.39;80.42;Redondo;68.87;67.78;;14;In_natura
577;48;65.3;3.5;8.5;39.078;59.84;19.116;6;29.27;11.0;50.0;0.220;49.4;B ;5.23;7.106;0.47;10.88;4;EXTRA;57.89;43.83;75.71;Padrão;58.59;61.80;;14;In_natura
578;48;65.5;5.8;8.7;;;;6;;8.5;39.3;0.216;73.3;AA;3.77;6.205;0.40;9.47;3;EXTRA;57.94;45.09;77.82;Redondo;61.79;63.66;;14;In_natura
579;48;57.3;3.4;8.5;33.629;58.69;17.274;6;30.15;11.9;48.7;0.244;53.1;B ;4.41;6.397;0.44;11.16;2;GRANDE;58.55;45.01;76.87;Redondo;62.24;64.00;casca_suja;14;In_natura
580;48;61.7;4.1;8.5;38.279;62.04;16.196;6;26.25;12.6;47.0;0.268;59.0;B ;5.22;7.225;0.48;11.71;4;EXTRA;57.08;44.16;77.37;Redondo;58.57;61.68;;14;In_natura
581;48;59.5;3.3;8.1;36.687;61.66;17.106;6;28.75;12.1;46.7;0.259;50.4;B ;4.82;5.707;0.45;9.59;2;EXTRA;56.15;42.53;75.74;Padrão;53.74;58.68;;14;In_natura
582;48;55.4;3.1;8.0;30.501;55.06;18.579;6;33.54;11.4;47.7;0.239;50.4;B ;4.68;6.320;0.42;11.41;3;GRANDE;57.59;43.69;75.86;Padrão;57.94;61.38;;14;In_natura
583;48;60.0;3.8;8.1;35.778;59.63;18.520;6;30.87;12.3;47.7;0.258;56.4;B ;5.22;5.702;0.44;9.50;2;EXTRA;55.72;44.70;80.22;Redondo;58.48;61.43;;14;In_natura
584;48;59.2;3.1;8.2;34.477;58.24;18.035;6;30.46;13.3;47.7;0.279;47.8;B ;3.24;6.688;0.45;11.30;3;EXTRA;61.70;45.73;74.12;Padrão;67.53;67.34;;14;In_natura
585;48;66.1;3.0;8.2;41.067;62.13;18.321;6;27.72;12.5;47.7;0.262;41.2;B ;5.28;6.712;0.42;10.15;2;EXTRA;59.52;45.75;76.86;Redondo;65.20;65.80;;14;In_natura
586;48;55.3;3.3;8.2;31.220;56.46;17.711;6;32.03;11.9;46.3;0.257;53.1;B ;4.92;6.369;0.45;11.52;2;GRANDE;54.97;43.41;78.97;Redondo;54.65;59.05;;14;In_natura
587;48;56.2;5.1;8.2;32.647;58.09;17.379;6;30.92;10.5;53.3;0.197;71.2;A ;4.15;6.174;0.41;10.99;2;GRANDE;55.95;43.65;78.02;Redondo;56.19;60.12;;14;In_natura
588;48;57.7;3.5;8.1;36.016;62.42;15.177;6;26.30;11.5;44.7;0.257;54.1;B ;5.57;6.507;0.46;11.28;2;GRANDE;54.29;44.01;81.06;Redondo;55.36;59.37;;14;In_natura
589;48;53.0;3.6;8.4;32.190;60.74;15.509;6;29.26;11.3;46.0;0.246;58.1;B ;4.83;5.301;0.43;10.00;2;GRANDE;54.45;42.28;77.65;Redondo;51.55;57.09;;14;In_natura
590;48;61.3;3.8;8.4;36.039;58.79;18.371;6;29.97;12.4;45.7;0.271;55.7;B ;5.94;6.890;0.46;11.24;3;EXTRA;57.70;44.45;77.04;Redondo;59.93;62.56;;14;In_natura
591;48;64.2;5.0;8.5;39.882;62.12;17.820;6;27.76;14.3;48.3;0.296;66.9;A ;5.23;6.498;0.44;10.12;3;EXTRA;58.15;44.90;77.21;Redondo;61.53;63.54;;14;In_natura
592;48;59.7;5.8;8.5;35.670;59.75;17.681;6;29.62;11.5;48.0;0.240;75.4;AA;5.69;6.349;0.41;10.63;2;EXTRA;56.88;44.23;77.76;Redondo;58.54;61.64;;14;In_natura
593;48;62.3;3.8;8.1;38.344;61.55;16.907;6;27.14;12.4;46.3;0.268;55.1;B ;4.75;7.049;0.46;11.31;2;EXTRA;59.00;45.32;76.81;Redondo;63.51;64.78;;14;In_natura
594;48;65.9;2.8;8.2;41.345;62.74;17.324;6;26.29;11.3;47.0;0.240;37.9;B ;5.41;7.231;0.48;10.97;4;EXTRA;58.89;43.91;74.56;Padrão;59.80;62.63;casca_suja;14;In_natura
595;48;61.8;3.9;8.1;38.719;62.65;17.408;6;28.17;13.3;46.0;0.289;56.6;B ;4.31;5.673;0.41;9.18;3;EXTRA;55.76;42.48;76.18;Redondo;53.25;58.33;;14;In_natura
596;48;55.3;4.8;8.0;29.500;53.35;18.878;6;34.14;12.0;54.0;0.222;69.0;A ;6.15;6.922;0.43;12.52;4;GRANDE;58.54;48.60;83.02;Redondo;71.65;69.25;casca_suja;14;In_natura
597;48;73.7;2.9;8.0;47.399;64.31;19.361;6;26.27;12.5;47.7;0.262;33.4;B ;4.54;6.940;0.40;9.42;3;JUMBO;61.29;47.83;78.04;Redondo;72.86;70.23;;14;In_natura
598;48;74.5;2.9;8.1;49.814;66.86;18.035;6;24.21;11.6;50.7;0.229;32.7;B ;4.87;6.651;0.43;8.93;4;JUMBO;56.61;46.82;82.71;Redondo;64.71;65.14;;14;In_natura
